category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	over_represented_FDR	go_term	gene_ids
GO:0022607	0.00259621643024045	1	1	1	cellular component assembly	BP	0.0640209651519382	BP cellular component assembly	group8809
GO:0031401	0.00259621643024045	1	1	1	positive regulation of protein modification process	BP	0.0640209651519382	BP positive regulation of protein modification process	group8809
GO:0032101	0.00259621643024045	1	1	1	regulation of response to external stimulus	BP	0.0640209651519382	BP regulation of response to external stimulus	group8809
GO:0032270	0.00259621643024045	1	1	1	positive regulation of cellular protein metabolic process	BP	0.0640209651519382	BP positive regulation of cellular protein metabolic process	group8809
GO:0032506	0.00259621643024045	1	1	1	cytokinetic process	BP	0.0640209651519382	BP cytokinetic process	group8809
GO:0032989	0.00259621643024045	1	1	1	cellular component morphogenesis	BP	0.0640209651519382	BP cellular component morphogenesis	group8809
GO:0040007	0.00259621643024045	1	1	1	growth	BP	0.0640209651519382	BP growth	group8809
GO:0042592	0.00259621643024045	1	1	1	homeostatic process	BP	0.0640209651519382	BP homeostatic process	group8809
GO:0043029	0.00259621643024045	1	1	1	T cell homeostasis	BP	0.0640209651519382	BP T cell homeostasis	group8809
GO:0043085	0.00259621643024045	1	1	1	positive regulation of catalytic activity	BP	0.0640209651519382	BP positive regulation of catalytic activity	group8809
GO:0043549	0.00259621643024045	1	1	1	regulation of kinase activity	BP	0.0640209651519382	BP regulation of kinase activity	group8809
GO:0043900	0.00259621643024045	1	1	1	NA	NA	0.0640209651519382	none	group8809
GO:0044085	0.00259621643024045	1	1	1	cellular component biogenesis	BP	0.0640209651519382	BP cellular component biogenesis	group8809
GO:0044093	0.00259621643024045	1	1	1	positive regulation of molecular function	BP	0.0640209651519382	BP positive regulation of molecular function	group8809
GO:0045577	0.00259621643024045	1	1	1	regulation of B cell differentiation	BP	0.0640209651519382	BP regulation of B cell differentiation	group8809
GO:0045579	0.00259621643024045	1	1	1	positive regulation of B cell differentiation	BP	0.0640209651519382	BP positive regulation of B cell differentiation	group8809
GO:0045597	0.00259621643024045	1	1	1	positive regulation of cell differentiation	BP	0.0640209651519382	BP positive regulation of cell differentiation	group8809
GO:0045619	0.00259621643024045	1	1	1	regulation of lymphocyte differentiation	BP	0.0640209651519382	BP regulation of lymphocyte differentiation	group8809
GO:0045621	0.00259621643024045	1	1	1	positive regulation of lymphocyte differentiation	BP	0.0640209651519382	BP positive regulation of lymphocyte differentiation	group8809
GO:0045937	0.00259621643024045	1	1	1	positive regulation of phosphate metabolic process	BP	0.0640209651519382	BP positive regulation of phosphate metabolic process	group8809
GO:0048536	0.00259621643024045	1	1	1	spleen development	BP	0.0640209651519382	BP spleen development	group8809
GO:0048872	0.00259621643024045	1	1	1	homeostasis of number of cells	BP	0.0640209651519382	BP homeostasis of number of cells	group8809
GO:0048878	0.00259621643024045	1	1	1	chemical homeostasis	BP	0.0640209651519382	BP chemical homeostasis	group8809
GO:0050864	0.00259621643024045	1	1	1	regulation of B cell activation	BP	0.0640209651519382	BP regulation of B cell activation	group8809
GO:0050865	0.00259621643024045	1	1	1	regulation of cell activation	BP	0.0640209651519382	BP regulation of cell activation	group8809
GO:0050867	0.00259621643024045	1	1	1	positive regulation of cell activation	BP	0.0640209651519382	BP positive regulation of cell activation	group8809
GO:0050871	0.00259621643024045	1	1	1	positive regulation of B cell activation	BP	0.0640209651519382	BP positive regulation of B cell activation	group8809
GO:0051094	0.00259621643024045	1	1	1	positive regulation of developmental process	BP	0.0640209651519382	BP positive regulation of developmental process	group8809
GO:0051240	0.00259621643024045	1	1	1	positive regulation of multicellular organismal process	BP	0.0640209651519382	BP positive regulation of multicellular organismal process	group8809
GO:0051247	0.00259621643024045	1	1	1	positive regulation of protein metabolic process	BP	0.0640209651519382	BP positive regulation of protein metabolic process	group8809
GO:0051249	0.00259621643024045	1	1	1	regulation of lymphocyte activation	BP	0.0640209651519382	BP regulation of lymphocyte activation	group8809
GO:0051251	0.00259621643024045	1	1	1	positive regulation of lymphocyte activation	BP	0.0640209651519382	BP positive regulation of lymphocyte activation	group8809
GO:0051338	0.00259621643024045	1	1	1	regulation of transferase activity	BP	0.0640209651519382	BP regulation of transferase activity	group8809
GO:0051347	0.00259621643024045	1	1	1	positive regulation of transferase activity	BP	0.0640209651519382	BP positive regulation of transferase activity	group8809
GO:0060560	0.00259621643024045	1	1	1	developmental growth involved in morphogenesis	BP	0.0640209651519382	BP developmental growth involved in morphogenesis	group8809
GO:0070925	0.00259621643024045	1	1	1	organelle assembly	BP	0.0640209651519382	BP organelle assembly	group8809
GO:0140014	0.00259621643024045	1	1	1	mitotic nuclear division	BP	0.0640209651519382	BP mitotic nuclear division	group8809
GO:1902105	0.00259621643024045	1	1	1	regulation of leukocyte differentiation	BP	0.0640209651519382	BP regulation of leukocyte differentiation	group8809
GO:1902107	0.00259621643024045	1	1	1	positive regulation of leukocyte differentiation	BP	0.0640209651519382	BP positive regulation of leukocyte differentiation	group8809
GO:1903047	0.00259621643024045	1	1	1	mitotic cell cycle process	BP	0.0640209651519382	BP mitotic cell cycle process	group8809
GO:1903708	0.00259621643024045	1	1	1	positive regulation of hemopoiesis	BP	0.0640209651519382	BP positive regulation of hemopoiesis	group8809
GO:0016417	0.00261555588454292	1	1	1	S-acyltransferase activity	MF	0.0640209651519382	MF S-acyltransferase activity	group7772
GO:0019707	0.00261555588454292	1	1	1	protein-cysteine S-acyltransferase activity	MF	0.0640209651519382	MF protein-cysteine S-acyltransferase activity	group7772
GO:0042158	0.00261555588454292	1	1	1	lipoprotein biosynthetic process	BP	0.0640209651519382	BP lipoprotein biosynthetic process	group7772
GO:0043543	0.00261555588454292	1	1	1	protein acylation	BP	0.0640209651519382	BP protein acylation	group7772
GO:0001750	0.00266202507613596	1	1	1	photoreceptor outer segment	CC	0.0640209651519382	CC photoreceptor outer segment	group9250
GO:0015931	0.00266202507613596	1	1	1	nucleobase-containing compound transport	BP	0.0640209651519382	BP nucleobase-containing compound transport	group9250
GO:0016032	0.00266202507613596	1	1	1	viral process	BP	0.0640209651519382	BP viral process	group9250
GO:0031503	0.00266202507613596	1	1	1	protein-containing complex localization	BP	0.0640209651519382	BP protein-containing complex localization	group9250
GO:0044403	0.00266202507613596	1	1	1	biological process involved in symbiotic interaction	BP	0.0640209651519382	BP biological process involved in symbiotic interaction	group9250
GO:0044419	0.00266202507613596	1	1	1	biological process involved in interspecies interaction between organisms	BP	0.0640209651519382	BP biological process involved in interspecies interaction between organisms	group9250
GO:0044441	0.00266202507613596	1	1	1	NA	NA	0.0640209651519382	none	group9250
GO:0044463	0.00266202507613596	1	1	1	NA	NA	0.0640209651519382	none	group9250
GO:0050657	0.00266202507613596	1	1	1	nucleic acid transport	BP	0.0640209651519382	BP nucleic acid transport	group9250
GO:0051169	0.00266202507613596	1	1	1	nuclear transport	BP	0.0640209651519382	BP nuclear transport	group9250
GO:0051704	0.00266202507613596	1	1	1	multi-organism process	BP	0.0640209651519382	BP multi-organism process	group9250
GO:0071166	0.00266202507613596	1	1	1	ribonucleoprotein complex localization	BP	0.0640209651519382	BP ribonucleoprotein complex localization	group9250
GO:0071427	0.00266202507613596	1	1	1	mRNA-containing ribonucleoprotein complex export from nucleus	BP	0.0640209651519382	BP mRNA-containing ribonucleoprotein complex export from nucleus	group9250
GO:0097458	0.00266202507613596	1	1	1	NA	NA	0.0640209651519382	none	group9250
GO:0097731	0.00266202507613596	1	1	1	9+0 non-motile cilium	CC	0.0640209651519382	CC 9+0 non-motile cilium	group9250
GO:0097733	0.00266202507613596	1	1	1	photoreceptor cell cilium	CC	0.0640209651519382	CC photoreceptor cell cilium	group9250
GO:0120025	0.00266202507613596	1	1	1	plasma membrane bounded cell projection	CC	0.0640209651519382	CC plasma membrane bounded cell projection	group9250
GO:0120038	0.00266202507613596	1	1	1	NA	NA	0.0640209651519382	none	group9250
GO:0140104	0.00266202507613596	1	1	1	molecular carrier activity	MF	0.0640209651519382	MF molecular carrier activity	group9250
GO:0140142	0.00266202507613596	1	1	1	nucleocytoplasmic carrier activity	MF	0.0640209651519382	MF nucleocytoplasmic carrier activity	group9250
GO:0006040	0.00274219556622656	1	1	1	amino sugar metabolic process	BP	0.0640209651519382	BP amino sugar metabolic process	group8369
GO:0006054	0.00274219556622656	1	1	1	N-acetylneuraminate metabolic process	BP	0.0640209651519382	BP N-acetylneuraminate metabolic process	group8369
GO:0008747	0.00274219556622656	1	1	1	N-acetylneuraminate lyase activity	MF	0.0640209651519382	MF N-acetylneuraminate lyase activity	group8369
GO:0016054	0.00274219556622656	1	1	1	organic acid catabolic process	BP	0.0640209651519382	BP organic acid catabolic process	group8369
GO:0016829	0.00274219556622656	1	1	1	lyase activity	MF	0.0640209651519382	MF lyase activity	group8369
GO:0016833	0.00274219556622656	1	1	1	oxo-acid-lyase activity	MF	0.0640209651519382	MF oxo-acid-lyase activity	group8369
GO:0016999	0.00274219556622656	1	1	1	antibiotic metabolic process	BP	0.0640209651519382	BP antibiotic metabolic process	group8369
GO:0017001	0.00274219556622656	1	1	1	antibiotic catabolic process	BP	0.0640209651519382	BP antibiotic catabolic process	group8369
GO:0017144	0.00274219556622656	1	1	1	NA	NA	0.0640209651519382	none	group8369
GO:0019262	0.00274219556622656	1	1	1	N-acetylneuraminate catabolic process	BP	0.0640209651519382	BP N-acetylneuraminate catabolic process	group8369
GO:0042737	0.00274219556622656	1	1	1	NA	NA	0.0640209651519382	none	group8369
GO:0043436	0.00274219556622656	1	1	1	oxoacid metabolic process	BP	0.0640209651519382	BP oxoacid metabolic process	group8369
GO:0044281	0.00274219556622656	1	1	1	small molecule metabolic process	BP	0.0640209651519382	BP small molecule metabolic process	group8369
GO:0044282	0.00274219556622656	1	1	1	small molecule catabolic process	BP	0.0640209651519382	BP small molecule catabolic process	group8369
GO:0046348	0.00274219556622656	1	1	1	amino sugar catabolic process	BP	0.0640209651519382	BP amino sugar catabolic process	group8369
GO:0046395	0.00274219556622656	1	1	1	carboxylic acid catabolic process	BP	0.0640209651519382	BP carboxylic acid catabolic process	group8369
GO:1901136	0.00274219556622656	1	1	1	carbohydrate derivative catabolic process	BP	0.0640209651519382	BP carbohydrate derivative catabolic process	group8369
GO:0006793	0.00276884859523408	1	1	1	phosphorus metabolic process	BP	0.0640209651519382	BP phosphorus metabolic process	group2649
GO:0016772	0.00276884859523408	1	1	1	transferase activity, transferring phosphorus-containing groups	MF	0.0640209651519382	MF transferase activity, transferring phosphorus-containing groups	group2649
GO:0018193	0.00276884859523408	1	1	1	peptidyl-amino acid modification	BP	0.0640209651519382	BP peptidyl-amino acid modification	group2649
GO:0018209	0.00276884859523408	1	1	1	peptidyl-serine modification	BP	0.0640209651519382	BP peptidyl-serine modification	group2649
GO:0022603	0.00276884859523408	1	1	1	regulation of anatomical structure morphogenesis	BP	0.0640209651519382	BP regulation of anatomical structure morphogenesis	group2649
GO:0022604	0.00276884859523408	1	1	1	regulation of cell morphogenesis	BP	0.0640209651519382	BP regulation of cell morphogenesis	group2649
GO:0051128	0.00276884859523408	1	1	1	regulation of cellular component organization	BP	0.0640209651519382	BP regulation of cellular component organization	group2649
GO:0098657	0.00276884859523408	1	1	1	import into cell	BP	0.0640209651519382	BP import into cell	group2649
GO:0009719	0.00278601433752475	1	1	1	response to endogenous stimulus	BP	0.0640209651519382	BP response to endogenous stimulus	group7814
GO:0009891	0.00278601433752475	1	1	1	positive regulation of biosynthetic process	BP	0.0640209651519382	BP positive regulation of biosynthetic process	group7814
GO:0010557	0.00278601433752475	1	1	1	positive regulation of macromolecule biosynthetic process	BP	0.0640209651519382	BP positive regulation of macromolecule biosynthetic process	group7814
GO:0014070	0.00278601433752475	1	1	1	response to organic cyclic compound	BP	0.0640209651519382	BP response to organic cyclic compound	group7814
GO:0018130	0.00278601433752475	1	1	1	heterocycle biosynthetic process	BP	0.0640209651519382	BP heterocycle biosynthetic process	group7814
GO:0019438	0.00278601433752475	1	1	1	aromatic compound biosynthetic process	BP	0.0640209651519382	BP aromatic compound biosynthetic process	group7814
GO:0030518	0.00278601433752475	1	1	1	intracellular steroid hormone receptor signaling pathway	BP	0.0640209651519382	BP intracellular steroid hormone receptor signaling pathway	group7814
GO:0030521	0.00278601433752475	1	1	1	androgen receptor signaling pathway	BP	0.0640209651519382	BP androgen receptor signaling pathway	group7814
GO:0030522	0.00278601433752475	1	1	1	intracellular receptor signaling pathway	BP	0.0640209651519382	BP intracellular receptor signaling pathway	group7814
GO:0031328	0.00278601433752475	1	1	1	positive regulation of cellular biosynthetic process	BP	0.0640209651519382	BP positive regulation of cellular biosynthetic process	group7814
GO:0032774	0.00278601433752475	1	1	1	RNA biosynthetic process	BP	0.0640209651519382	BP RNA biosynthetic process	group7814
GO:0032870	0.00278601433752475	1	1	1	cellular response to hormone stimulus	BP	0.0640209651519382	BP cellular response to hormone stimulus	group7814
GO:0034654	0.00278601433752475	1	1	1	nucleobase-containing compound biosynthetic process	BP	0.0640209651519382	BP nucleobase-containing compound biosynthetic process	group7814
GO:0042221	0.00278601433752475	1	1	1	response to chemical	BP	0.0640209651519382	BP response to chemical	group7814
GO:0042809	0.00278601433752475	1	1	1	vitamin D receptor binding	MF	0.0640209651519382	MF vitamin D receptor binding	group7814
GO:0044451	0.00278601433752475	1	1	1	NA	NA	0.0640209651519382	none	group7814
GO:0045935	0.00278601433752475	1	1	1	positive regulation of nucleobase-containing compound metabolic process	BP	0.0640209651519382	BP positive regulation of nucleobase-containing compound metabolic process	group7814
GO:0046966	0.00278601433752475	1	1	1	thyroid hormone receptor binding	MF	0.0640209651519382	MF thyroid hormone receptor binding	group7814
GO:0048545	0.00278601433752475	1	1	1	response to steroid hormone	BP	0.0640209651519382	BP response to steroid hormone	group7814
GO:0051254	0.00278601433752475	1	1	1	positive regulation of RNA metabolic process	BP	0.0640209651519382	BP positive regulation of RNA metabolic process	group7814
GO:0051716	0.00278601433752475	1	1	1	cellular response to stimulus	BP	0.0640209651519382	BP cellular response to stimulus	group7814
GO:0060089	0.00278601433752475	1	1	1	molecular transducer activity	MF	0.0640209651519382	MF molecular transducer activity	group7814
GO:0070887	0.00278601433752475	1	1	1	cellular response to chemical stimulus	BP	0.0640209651519382	BP cellular response to chemical stimulus	group7814
GO:0071310	0.00278601433752475	1	1	1	cellular response to organic substance	BP	0.0640209651519382	BP cellular response to organic substance	group7814
GO:0071383	0.00278601433752475	1	1	1	cellular response to steroid hormone stimulus	BP	0.0640209651519382	BP cellular response to steroid hormone stimulus	group7814
GO:0071396	0.00278601433752475	1	1	1	cellular response to lipid	BP	0.0640209651519382	BP cellular response to lipid	group7814
GO:0071407	0.00278601433752475	1	1	1	cellular response to organic cyclic compound	BP	0.0640209651519382	BP cellular response to organic cyclic compound	group7814
GO:0071495	0.00278601433752475	1	1	1	cellular response to endogenous stimulus	BP	0.0640209651519382	BP cellular response to endogenous stimulus	group7814
GO:0097659	0.00278601433752475	1	1	1	nucleic acid-templated transcription	BP	0.0640209651519382	BP nucleic acid-templated transcription	group7814
GO:0098727	0.00278601433752475	1	1	1	maintenance of cell number	BP	0.0640209651519382	BP maintenance of cell number	group7814
GO:1901362	0.00278601433752475	1	1	1	organic cyclic compound biosynthetic process	BP	0.0640209651519382	BP organic cyclic compound biosynthetic process	group7814
GO:1902680	0.00278601433752475	1	1	1	positive regulation of RNA biosynthetic process	BP	0.0640209651519382	BP positive regulation of RNA biosynthetic process	group7814
GO:1903508	0.00278601433752475	1	1	1	positive regulation of nucleic acid-templated transcription	BP	0.0640209651519382	BP positive regulation of nucleic acid-templated transcription	group7814
GO:0043043	0.00280422789641464	1	1	1	peptide biosynthetic process	BP	0.0640209651519382	BP peptide biosynthetic process	group8591
GO:0043603	0.00280422789641464	1	1	1	cellular amide metabolic process	BP	0.0640209651519382	BP cellular amide metabolic process	group8591
GO:0043604	0.00280422789641464	1	1	1	amide biosynthetic process	BP	0.0640209651519382	BP amide biosynthetic process	group8591
GO:0000152	0.00281720231557408	1	1	1	nuclear ubiquitin ligase complex	CC	0.0640209651519382	CC nuclear ubiquitin ligase complex	group8496
GO:0009057	0.00281720231557408	1	1	1	macromolecule catabolic process	BP	0.0640209651519382	BP macromolecule catabolic process	group8496
GO:0009892	0.00281720231557408	1	1	1	negative regulation of metabolic process	BP	0.0640209651519382	BP negative regulation of metabolic process	group8496
GO:0010605	0.00281720231557408	1	1	1	negative regulation of macromolecule metabolic process	BP	0.0640209651519382	BP negative regulation of macromolecule metabolic process	group8496
GO:0019787	0.00281720231557408	1	1	1	ubiquitin-like protein transferase activity	MF	0.0640209651519382	MF ubiquitin-like protein transferase activity	group8496
GO:0019941	0.00281720231557408	1	1	1	modification-dependent protein catabolic process	BP	0.0640209651519382	BP modification-dependent protein catabolic process	group8496
GO:0031324	0.00281720231557408	1	1	1	negative regulation of cellular metabolic process	BP	0.0640209651519382	BP negative regulation of cellular metabolic process	group8496
GO:0031400	0.00281720231557408	1	1	1	negative regulation of protein modification process	BP	0.0640209651519382	BP negative regulation of protein modification process	group8496
GO:0032269	0.00281720231557408	1	1	1	negative regulation of cellular protein metabolic process	BP	0.0640209651519382	BP negative regulation of cellular protein metabolic process	group8496
GO:0033233	0.00281720231557408	1	1	1	regulation of protein sumoylation	BP	0.0640209651519382	BP regulation of protein sumoylation	group8496
GO:0033234	0.00281720231557408	1	1	1	negative regulation of protein sumoylation	BP	0.0640209651519382	BP negative regulation of protein sumoylation	group8496
GO:0043632	0.00281720231557408	1	1	1	modification-dependent macromolecule catabolic process	BP	0.0640209651519382	BP modification-dependent macromolecule catabolic process	group8496
GO:0044265	0.00281720231557408	1	1	1	cellular macromolecule catabolic process	BP	0.0640209651519382	BP cellular macromolecule catabolic process	group8496
GO:0051172	0.00281720231557408	1	1	1	negative regulation of nitrogen compound metabolic process	BP	0.0640209651519382	BP negative regulation of nitrogen compound metabolic process	group8496
GO:0051248	0.00281720231557408	1	1	1	negative regulation of protein metabolic process	BP	0.0640209651519382	BP negative regulation of protein metabolic process	group8496
GO:0061659	0.00281720231557408	1	1	1	ubiquitin-like protein ligase activity	MF	0.0640209651519382	MF ubiquitin-like protein ligase activity	group8496
GO:1903320	0.00281720231557408	1	1	1	regulation of protein modification by small protein conjugation or removal	BP	0.0640209651519382	BP regulation of protein modification by small protein conjugation or removal	group8496
GO:1903321	0.00281720231557408	1	1	1	negative regulation of protein modification by small protein conjugation or removal	BP	0.0640209651519382	BP negative regulation of protein modification by small protein conjugation or removal	group8496
GO:0010827	0.00283419910574112	1	1	1	regulation of glucose transmembrane transport	BP	0.0640209651519382	BP regulation of glucose transmembrane transport	group8518
GO:0014802	0.00283419910574112	1	1	1	terminal cisterna	CC	0.0640209651519382	CC terminal cisterna	group8518
GO:0034762	0.00283419910574112	1	1	1	regulation of transmembrane transport	BP	0.0640209651519382	BP regulation of transmembrane transport	group8518
GO:0042175	0.00283419910574112	1	1	1	nuclear outer membrane-endoplasmic reticulum membrane network	CC	0.0640209651519382	CC nuclear outer membrane-endoplasmic reticulum membrane network	group8518
GO:0044425	0.00283419910574112	1	1	1	NA	NA	0.0640209651519382	none	group8518
GO:0044432	0.00283419910574112	1	1	1	NA	NA	0.0640209651519382	none	group8518
GO:0044459	0.00283419910574112	1	1	1	NA	NA	0.0640209651519382	none	group8518
GO:0046324	0.00283419910574112	1	1	1	regulation of glucose import	BP	0.0640209651519382	BP regulation of glucose import	group8518
GO:0071806	0.00283419910574112	1	1	1	protein transmembrane transport	BP	0.0640209651519382	BP protein transmembrane transport	group8518
GO:0098827	0.00283419910574112	1	1	1	endoplasmic reticulum subcompartment	CC	0.0640209651519382	CC endoplasmic reticulum subcompartment	group8518
GO:0030289	0.00287973720653678	0.99999808358532	1	2	protein phosphatase 4 complex	CC	0.0648668894921866	CC protein phosphatase 4 complex	group9097
GO:0045596	0.00322162702240072	0.999997601087355	1	2	negative regulation of cell differentiation	BP	0.0723647817720767	BP negative regulation of cell differentiation	group1728
GO:0006259	0.00328176584673744	0.999997510608537	1	2	DNA metabolic process	BP	0.0735097215781775	BP DNA metabolic process	group2599
GO:0015923	0.00330763645523707	0.999997471170094	1	2	mannosidase activity	MF	0.0738828321296548	MF mannosidase activity	group1728
GO:0035304	0.00341258910025035	0.9999973079899	1	2	regulation of protein dephosphorylation	BP	0.0760154222080767	BP regulation of protein dephosphorylation	group9097
GO:0051236	0.00347678821682365	0.999997205653784	1	2	establishment of RNA localization	BP	0.0772309271764788	BP establishment of RNA localization	group9250
GO:0065002	0.00349671109598734	0.999997173506999	1	2	intracellular protein transmembrane transport	BP	0.0773557125511477	BP intracellular protein transmembrane transport	group8518
GO:0016528	0.00350169892206842	0.999997165430005	1	2	sarcoplasm	CC	0.0773557125511477	CC sarcoplasm	group8518
GO:0016462	0.00352442230268765	0.999997128486975	1	2	pyrophosphatase activity	MF	0.0776437979265173	MF pyrophosphatase activity	group2599
GO:0030315	0.0036328832268424	0.999996948852383	1	2	T-tubule	CC	0.079813946838491	CC T-tubule	group8518
GO:2000779	0.00366254791949967	0.999996898770327	1	2	regulation of double-strand break repair	BP	0.080245824498546	BP regulation of double-strand break repair	group9097
GO:0042157	0.0037353456289089	0.999996774136712	1	2	lipoprotein metabolic process	BP	0.0816178108943336	BP lipoprotein metabolic process	group7772
GO:0023052	0.00383962932792445	0.999996591310593	1	2	signaling	BP	0.0836684445125711	BP signaling	group7814
GO:0008135	0.00386856392850863	0.999996539688684	1	2	translation factor activity, RNA binding	MF	0.0840704990317364	MF translation factor activity, RNA binding	group8591
GO:0050801	0.00399051139952718	0.999995091642584	1	3	ion homeostasis	BP	0.086486245710293	BP ion homeostasis	group8809
GO:0016798	0.00412327237832232	0.999996068489734	1	2	hydrolase activity, acting on glycosyl bonds	MF	0.0891226986570531	MF hydrolase activity, acting on glycosyl bonds	group1728
GO:0044257	0.00421472421610599	0.999995891955452	1	2	cellular protein catabolic process	BP	0.0908544986262203	BP cellular protein catabolic process	group8496
GO:0016818	0.00426274020755048	0.999995797711976	1	2	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	MF	0.0912169045547427	MF hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	group2599
GO:0009100	0.00426313462063367	0.999994397343369	1	3	glycoprotein metabolic process	BP	0.0912169045547427	BP glycoprotein metabolic process	group1728
GO:1902410	0.00426566145504783	0.999995791943722	1	2	mitotic cytokinetic process	BP	0.0912169045547427	BP mitotic cytokinetic process	group8809
GO:1903706	0.00428365266806891	0.999995756331114	1	2	regulation of hemopoiesis	BP	0.0913580073011823	BP regulation of hemopoiesis	group8809
GO:0008287	0.00430138439641082	0.999995721084972	1	2	protein serine/threonine phosphatase complex	CC	0.0914928421082716	CC protein serine/threonine phosphatase complex	group9097
GO:0019903	0.00436607885230985	0.999994123205149	1	3	protein phosphatase binding	MF	0.0924107236088715	MF protein phosphatase binding	group8809
GO:0009725	0.00437049645780059	0.99999411129434	1	3	response to hormone	BP	0.0924107236088715	BP response to hormone	group7814
GO:0051900	0.0043791089875759	0.999995564864461	1	2	regulation of mitochondrial depolarization	BP	0.0924107236088715	BP regulation of mitochondrial depolarization	group8809
GO:0002244	0.00439873076925677	0.999995524982327	1	2	hematopoietic progenitor cell differentiation	BP	0.0925811602064829	BP hematopoietic progenitor cell differentiation	group9097
GO:0033993	0.00450585623853442	0.999995304089703	1	2	response to lipid	BP	0.0945875947036846	BP response to lipid	group7814
GO:0035303	0.00460422461549501	0.999995096556012	1	2	regulation of dephosphorylation	BP	0.0964002015447897	BP regulation of dephosphorylation	group9097
GO:0009826	0.00462851069417742	0.999995044625787	1	2	unidimensional cell growth	BP	0.0966013293860958	BP unidimensional cell growth	group8809
GO:0050658	0.00463792390742573	0.999993367743457	1	3	RNA transport	BP	0.0966013293860958	BP RNA transport	group9250
GO:0050776	0.00468876263857421	0.999994914606664	1	2	regulation of immune response	BP	0.0974072217583591	BP regulation of immune response	group8809
GO:0019827	0.0048208186517536	0.99999283371922	1	3	stem cell population maintenance	BP	0.0996493789055587	BP stem cell population maintenance	group7814
GO:0009314	0.00482154371060691	0.999991936671802	1	4	response to radiation	BP	0.0996493789055587	BP response to radiation	group2599
GO:0016830	0.00486433813716648	0.99999452610104	1	2	carbon-carbon lyase activity	MF	0.100275392087244	MF carbon-carbon lyase activity	group8369
GO:0002920	0.00489216946171967	0.999994463200706	1	2	regulation of humoral immune response	BP	0.100590530547513	BP regulation of humoral immune response	group8809
GO:0031090	0.00505237800632126	0.999994094113774	1	2	organelle membrane	CC	0.10348886880093	CC organelle membrane	group1728
GO:0005049	0.00505893958971998	0.999991122155412	1	4	nuclear export signal receptor activity	MF	0.10348886880093	MF nuclear export signal receptor activity	group9250
GO:0016817	0.0052152548662477	0.999991611475019	1	3	hydrolase activity, acting on acid anhydrides	MF	0.106415085934963	MF hydrolase activity, acting on acid anhydrides	group2599
GO:0071426	0.00541057102908496	0.999993225711155	1	2	ribonucleoprotein complex export from nucleus	BP	0.110052666727016	BP ribonucleoprotein complex export from nucleus	group9250
GO:0043401	0.00543283052296268	0.999993169774427	1	2	steroid hormone mediated signaling pathway	BP	0.110052666727016	BP steroid hormone mediated signaling pathway	group7814
GO:0045859	0.00543469959145759	0.999993165067076	1	2	regulation of protein kinase activity	BP	0.110052666727016	BP regulation of protein kinase activity	group8809
GO:0033365	0.00550425348567653	0.999990654733435	1	3	protein localization to organelle	BP	0.111180374563325	BP protein localization to organelle	group8809
GO:0016529	0.00551859998759815	0.999989433374687	1	4	sarcoplasmic reticulum	CC	0.111190083669723	CC sarcoplasmic reticulum	group8518
GO:0033768	0.00559247002263254	0.999992761850459	1	2	SUMO-targeted ubiquitin ligase complex	CC	0.112396032860878	CC SUMO-targeted ubiquitin ligase complex	group8496
GO:0005783	0.00560898582228628	0.999594453796669	3	176	endoplasmic reticulum	CC	0.112446143272284	CC endoplasmic reticulum	group8518, group7772, group1728
GO:0010033	0.00563933910016134	0.999992639833323	1	2	response to organic substance	BP	0.112755509157933	BP response to organic substance	group7814
GO:0051427	0.00565253955374598	0.99999260528314	1	2	hormone receptor binding	MF	0.112755509157933	MF hormone receptor binding	group7814
GO:0019902	0.00567963256161886	0.999990048880776	1	3	phosphatase binding	MF	0.112806207732173	MF phosphatase binding	group8809
GO:1901565	0.0056832158528243	0.999992524679165	1	2	organonitrogen compound catabolic process	BP	0.112806207732173	BP organonitrogen compound catabolic process	group8496
GO:0006282	0.00591093755987962	0.999989220652314	1	3	regulation of DNA repair	BP	0.117036563685617	BP regulation of DNA repair	group9097
GO:0006403	0.00595758572426122	0.999987682998775	1	4	RNA localization	BP	0.117669654982391	BP RNA localization	group9250
GO:0019208	0.00601744870004218	0.999988828106982	1	3	phosphatase regulator activity	MF	0.118560002765696	MF phosphatase regulator activity	group9097
GO:1902850	0.00621027070890926	0.999988099552243	1	3	microtubule cytoskeleton organization involved in mitosis	BP	0.122059217683195	BP microtubule cytoskeleton organization involved in mitosis	group8809
GO:0048285	0.00626663822743194	0.999986370054227	1	4	organelle fission	BP	0.122865946077694	BP organelle fission	group8809
GO:0035861	0.00648535341536716	0.999985400600351	1	4	site of double-strand break	CC	0.126844022043486	CC site of double-strand break	group2599
GO:0010569	0.00656265611775589	0.999985049967596	1	4	regulation of double-strand break repair via homologous recombination	BP	0.128043648195339	BP regulation of double-strand break repair via homologous recombination	group9097
GO:0004559	0.006655116884978	0.999984625099332	1	4	alpha-mannosidase activity	MF	0.12953248131223	MF alpha-mannosidase activity	group1728
GO:0051721	0.00682108889959406	0.999983847458465	1	4	protein phosphatase 2A binding	MF	0.132441433137639	MF protein phosphatase 2A binding	group8809
GO:0016567	0.00695864797889709	0.999755688826296	2	73	protein ubiquitination	BP	0.134785985852115	BP protein ubiquitination	group7814, group8496
