subgenus Drosophila	category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	over_represented_FDR	go_term	gene_ids
serido sibling set	GO:0051179	2.38934805398282E-06	1	2	2	localization	BP	0.00070752265414	BP localization	group13045, group11141
serido sibling set	GO:0051234	2.38934805398282E-06	1	2	2	establishment of localization	BP	0.00070752265414	BP establishment of localization	group13045, group11141
serido sibling set	GO:0005623	2.87245939260146E-06	1	2	2	NA	NA	0.00070752265414	none	group11141, group12234
serido sibling set	GO:0006950	2.87245939260146E-06	1	2	2	response to stress	BP	0.00070752265414	BP response to stress	group11141, group12234
serido sibling set	GO:0009628	2.87245939260146E-06	1	2	2	response to abiotic stimulus	BP	0.00070752265414	BP response to abiotic stimulus	group11141, group12234
serido sibling set	GO:0009889	2.87245939260146E-06	1	2	2	regulation of biosynthetic process	BP	0.00070752265414	BP regulation of biosynthetic process	group11141, group12234
serido sibling set	GO:0031326	2.87245939260146E-06	1	2	2	regulation of cellular biosynthetic process	BP	0.00070752265414	BP regulation of cellular biosynthetic process	group11141, group12234
serido sibling set	GO:0044424	2.87245939260146E-06	1	2	2	NA	NA	0.00070752265414	none	group11141, group12234
serido sibling set	GO:0044464	2.87245939260146E-06	1	2	2	NA	NA	0.00070752265414	none	group11141, group12234
serido sibling set	GO:0048731	2.87245939260146E-06	1	2	2	system development	BP	0.00070752265414	BP system development	group11141, group12234
serido sibling set	GO:0050896	2.87245939260146E-06	1	2	2	response to stimulus	BP	0.00070752265414	BP response to stimulus	group11141, group12234
serido sibling set	GO:0051171	2.87245939260146E-06	1	2	2	regulation of nitrogen compound metabolic process	BP	0.00070752265414	BP regulation of nitrogen compound metabolic process	group11141, group12234
serido sibling set	GO:0080090	2.87245939260146E-06	1	2	2	regulation of primary metabolic process	BP	0.00070752265414	BP regulation of primary metabolic process	group11141, group12234
serido sibling set	GO:0022414	4.60023509389093E-06	0.999999998724401	2	3	reproductive process	BP	0.001098759182123	BP reproductive process	group12234, group12810
serido sibling set	GO:0007618	6.07027086833564E-06	0.999999997265473	2	4	mating	BP	0.001407231617183	BP mating	group12234, group12810
serido sibling set	GO:0008150	6.28808124946489E-06	1	5	448	biological_process	BP	0.001416075897379	BP biological_process	group13045, group11141, group13032, group12234, group12810
serido sibling set	GO:0019222	6.49126751622268E-06	0.999999997861181	2	3	regulation of metabolic process	BP	0.00142122696008	BP regulation of metabolic process	group11141, group12234
serido sibling set	GO:0005215	7.67297444693529E-06	0.999999995484397	2	5	transporter activity	MF	0.001634550934885	MF transporter activity	group13045, group11141
serido sibling set	GO:0031323	8.14822413708914E-06	0.999999995746161	2	4	regulation of cellular metabolic process	BP	0.001656292340697	BP regulation of cellular metabolic process	group11141, group12234
serido sibling set	GO:0000003	8.19530592326695E-06	0.999999995709215	2	4	reproduction	BP	0.001656292340697	BP reproduction	group12234, group12810
serido sibling set	GO:0031224	8.88363714690405E-06	0.999999994373807	2	5	intrinsic component of membrane	CC	0.001750520699797	CC intrinsic component of membrane	group13045, group11141
serido sibling set	GO:0060180	1.55771125520406E-05	0.999999985771212	2	6	female mating behavior	BP	0.002994604905736	BP female mating behavior	group12234, group12810
serido sibling set	GO:0007617	1.79217625034093E-05	0.999999980721365	2	8	mating behavior	BP	0.003363317429806	BP mating behavior	group12234, group12810
serido sibling set	GO:0005622	3.23189949786431E-05	0.999999949286321	2	12	intracellular anatomical structure	CC	0.005924146940039	CC intracellular anatomical structure	group11141, group12234
serido sibling set	GO:0005575	0.000322148934797	0.999993686491707	4	473	cellular_component	CC	0.057708588728835	CC cellular_component	group13045, group11141, group12234, group12810
serido sibling set	GO:0010469	0.001372750906369	1	1	1	regulation of signaling receptor activity	BP	0.087268520967921	BP regulation of signaling receptor activity	group12810
serido sibling set	GO:0010646	0.001372750906369	1	1	1	regulation of cell communication	BP	0.087268520967921	BP regulation of cell communication	group12810
serido sibling set	GO:0023051	0.001372750906369	1	1	1	regulation of signaling	BP	0.087268520967921	BP regulation of signaling	group12810
serido sibling set	GO:0030545	0.001372750906369	1	1	1	signaling receptor regulator activity	MF	0.087268520967921	MF signaling receptor regulator activity	group12810
serido sibling set	GO:0044421	0.001372750906369	1	1	1	NA	NA	0.087268520967921	none	group12810
serido sibling set	GO:0048583	0.001372750906369	1	1	1	regulation of response to stimulus	BP	0.087268520967921	BP regulation of response to stimulus	group12810
serido sibling set	GO:0065009	0.001372750906369	1	1	1	regulation of molecular function	BP	0.087268520967921	BP regulation of molecular function	group12810
serido sibling set	GO:0098772	0.001372750906369	1	1	1	molecular function regulator	MF	0.087268520967921	MF molecular function regulator	group12810
serido sibling set	GO:0003008	0.001670212443887	1	1	1	system process	BP	0.087268520967921	BP system process	group13032
serido sibling set	GO:0007600	0.001670212443887	1	1	1	sensory perception	BP	0.087268520967921	BP sensory perception	group13032
serido sibling set	GO:0003674	0.001690023959421	0.999947031949291	4	724	molecular_function	MF	0.087268520967921	MF molecular_function	group13045, group11141, group12234, group12810
serido sibling set	GO:0002790	0.001715174689607	1	1	1	peptide secretion	BP	0.087268520967921	BP peptide secretion	group13045
serido sibling set	GO:0003002	0.001715174689607	1	1	1	regionalization	BP	0.087268520967921	BP regionalization	group13045
serido sibling set	GO:0008565	0.001715174689607	1	1	1	NA	NA	0.087268520967921	none	group13045
serido sibling set	GO:0015833	0.001715174689607	1	1	1	peptide transport	BP	0.087268520967921	BP peptide transport	group13045
serido sibling set	GO:0033036	0.001715174689607	1	1	1	macromolecule localization	BP	0.087268520967921	BP macromolecule localization	group13045
serido sibling set	GO:0042886	0.001715174689607	1	1	1	amide transport	BP	0.087268520967921	BP amide transport	group13045
serido sibling set	GO:0048042	0.001715174689607	1	1	1	NA	NA	0.087268520967921	none	group13045
serido sibling set	GO:0051239	0.001715174689607	1	1	1	regulation of multicellular organismal process	BP	0.087268520967921	BP regulation of multicellular organismal process	group13045
serido sibling set	GO:0071705	0.001715174689607	1	1	1	nitrogen compound transport	BP	0.087268520967921	BP nitrogen compound transport	group13045
serido sibling set	GO:2000241	0.001715174689607	1	1	1	regulation of reproductive process	BP	0.087268520967921	BP regulation of reproductive process	group13045
serido sibling set	GO:0006140	0.001740308117295	1	1	1	regulation of nucleotide metabolic process	BP	0.087268520967921	BP regulation of nucleotide metabolic process	group11141
serido sibling set	GO:0006725	0.001740308117295	1	1	1	cellular aromatic compound metabolic process	BP	0.087268520967921	BP cellular aromatic compound metabolic process	group11141
serido sibling set	GO:0006793	0.001740308117295	1	1	1	phosphorus metabolic process	BP	0.087268520967921	BP phosphorus metabolic process	group11141
serido sibling set	GO:0007595	0.001740308117295	1	1	1	lactation	BP	0.087268520967921	BP lactation	group11141
serido sibling set	GO:0008152	0.001740308117295	1	1	1	metabolic process	BP	0.087268520967921	BP metabolic process	group11141
serido sibling set	GO:0009123	0.001740308117295	1	1	1	nucleoside monophosphate metabolic process	BP	0.087268520967921	BP nucleoside monophosphate metabolic process	group11141
serido sibling set	GO:0009126	0.001740308117295	1	1	1	purine nucleoside monophosphate metabolic process	BP	0.087268520967921	BP purine nucleoside monophosphate metabolic process	group11141
serido sibling set	GO:0009141	0.001740308117295	1	1	1	nucleoside triphosphate metabolic process	BP	0.087268520967921	BP nucleoside triphosphate metabolic process	group11141
serido sibling set	GO:0009144	0.001740308117295	1	1	1	purine nucleoside triphosphate metabolic process	BP	0.087268520967921	BP purine nucleoside triphosphate metabolic process	group11141
serido sibling set	GO:0009150	0.001740308117295	1	1	1	purine ribonucleotide metabolic process	BP	0.087268520967921	BP purine ribonucleotide metabolic process	group11141
serido sibling set	GO:0009161	0.001740308117295	1	1	1	ribonucleoside monophosphate metabolic process	BP	0.087268520967921	BP ribonucleoside monophosphate metabolic process	group11141
serido sibling set	GO:0009167	0.001740308117295	1	1	1	purine ribonucleoside monophosphate metabolic process	BP	0.087268520967921	BP purine ribonucleoside monophosphate metabolic process	group11141
serido sibling set	GO:0009199	0.001740308117295	1	1	1	ribonucleoside triphosphate metabolic process	BP	0.087268520967921	BP ribonucleoside triphosphate metabolic process	group11141
serido sibling set	GO:0009205	0.001740308117295	1	1	1	purine ribonucleoside triphosphate metabolic process	BP	0.087268520967921	BP purine ribonucleoside triphosphate metabolic process	group11141
serido sibling set	GO:0009259	0.001740308117295	1	1	1	ribonucleotide metabolic process	BP	0.087268520967921	BP ribonucleotide metabolic process	group11141
serido sibling set	GO:0009891	0.001740308117295	1	1	1	positive regulation of biosynthetic process	BP	0.087268520967921	BP positive regulation of biosynthetic process	group11141
serido sibling set	GO:0009893	0.001740308117295	1	1	1	positive regulation of metabolic process	BP	0.087268520967921	BP positive regulation of metabolic process	group11141
serido sibling set	GO:0010562	0.001740308117295	1	1	1	positive regulation of phosphorus metabolic process	BP	0.087268520967921	BP positive regulation of phosphorus metabolic process	group11141
serido sibling set	GO:0010726	0.001740308117295	1	1	1	positive regulation of hydrogen peroxide metabolic process	BP	0.087268520967921	BP positive regulation of hydrogen peroxide metabolic process	group11141
serido sibling set	GO:0010728	0.001740308117295	1	1	1	regulation of hydrogen peroxide biosynthetic process	BP	0.087268520967921	BP regulation of hydrogen peroxide biosynthetic process	group11141
serido sibling set	GO:0010729	0.001740308117295	1	1	1	positive regulation of hydrogen peroxide biosynthetic process	BP	0.087268520967921	BP positive regulation of hydrogen peroxide biosynthetic process	group11141
serido sibling set	GO:0010939	0.001740308117295	1	1	1	regulation of necrotic cell death	BP	0.087268520967921	BP regulation of necrotic cell death	group11141
serido sibling set	GO:0015002	0.001740308117295	1	1	1	NA	NA	0.087268520967921	none	group11141
serido sibling set	GO:0015077	0.001740308117295	1	1	1	NA	NA	0.087268520967921	none	group11141
serido sibling set	GO:0015078	0.001740308117295	1	1	1	proton transmembrane transporter activity	MF	0.087268520967921	MF proton transmembrane transporter activity	group11141
serido sibling set	GO:0015318	0.001740308117295	1	1	1	inorganic molecular entity transmembrane transporter activity	MF	0.087268520967921	MF inorganic molecular entity transmembrane transporter activity	group11141
serido sibling set	GO:0015980	0.001740308117295	1	1	1	energy derivation by oxidation of organic compounds	BP	0.087268520967921	BP energy derivation by oxidation of organic compounds	group11141
serido sibling set	GO:0016675	0.001740308117295	1	1	1	oxidoreductase activity, acting on a heme group of donors	MF	0.087268520967921	MF oxidoreductase activity, acting on a heme group of donors	group11141
serido sibling set	GO:0016676	0.001740308117295	1	1	1	NA	NA	0.087268520967921	none	group11141
serido sibling set	GO:0017144	0.001740308117295	1	1	1	NA	NA	0.087268520967921	none	group11141
serido sibling set	GO:0019219	0.001740308117295	1	1	1	regulation of nucleobase-containing compound metabolic process	BP	0.087268520967921	BP regulation of nucleobase-containing compound metabolic process	group11141
serido sibling set	GO:0019220	0.001740308117295	1	1	1	regulation of phosphate metabolic process	BP	0.087268520967921	BP regulation of phosphate metabolic process	group11141
serido sibling set	GO:0019637	0.001740308117295	1	1	1	organophosphate metabolic process	BP	0.087268520967921	BP organophosphate metabolic process	group11141
serido sibling set	GO:0019646	0.001740308117295	1	1	1	aerobic electron transport chain	BP	0.087268520967921	BP aerobic electron transport chain	group11141
serido sibling set	GO:0019866	0.001740308117295	1	1	1	organelle inner membrane	CC	0.087268520967921	CC organelle inner membrane	group11141
serido sibling set	GO:0030808	0.001740308117295	1	1	1	regulation of nucleotide biosynthetic process	BP	0.087268520967921	BP regulation of nucleotide biosynthetic process	group11141
serido sibling set	GO:0030810	0.001740308117295	1	1	1	positive regulation of nucleotide biosynthetic process	BP	0.087268520967921	BP positive regulation of nucleotide biosynthetic process	group11141
serido sibling set	GO:0030879	0.001740308117295	1	1	1	mammary gland development	BP	0.087268520967921	BP mammary gland development	group11141
serido sibling set	GO:0031325	0.001740308117295	1	1	1	positive regulation of cellular metabolic process	BP	0.087268520967921	BP positive regulation of cellular metabolic process	group11141
serido sibling set	GO:0031328	0.001740308117295	1	1	1	positive regulation of cellular biosynthetic process	BP	0.087268520967921	BP positive regulation of cellular biosynthetic process	group11141
serido sibling set	GO:0031967	0.001740308117295	1	1	1	organelle envelope	CC	0.087268520967921	CC organelle envelope	group11141
serido sibling set	GO:0031975	0.001740308117295	1	1	1	envelope	CC	0.087268520967921	CC envelope	group11141
serido sibling set	GO:0034641	0.001740308117295	1	1	1	cellular nitrogen compound metabolic process	BP	0.087268520967921	BP cellular nitrogen compound metabolic process	group11141
serido sibling set	GO:0043226	0.001740308117295	1	1	1	organelle	CC	0.087268520967921	CC organelle	group11141
serido sibling set	GO:0043227	0.001740308117295	1	1	1	membrane-bounded organelle	CC	0.087268520967921	CC membrane-bounded organelle	group11141
serido sibling set	GO:0044238	0.001740308117295	1	1	1	primary metabolic process	BP	0.087268520967921	BP primary metabolic process	group11141
serido sibling set	GO:0044281	0.001740308117295	1	1	1	small molecule metabolic process	BP	0.087268520967921	BP small molecule metabolic process	group11141
serido sibling set	GO:0044422	0.001740308117295	1	1	1	NA	NA	0.087268520967921	none	group11141
serido sibling set	GO:0044429	0.001740308117295	1	1	1	NA	NA	0.087268520967921	none	group11141
serido sibling set	GO:0044444	0.001740308117295	1	1	1	NA	NA	0.087268520967921	none	group11141
serido sibling set	GO:0044446	0.001740308117295	1	1	1	NA	NA	0.087268520967921	none	group11141
serido sibling set	GO:0044455	0.001740308117295	1	1	1	NA	NA	0.087268520967921	none	group11141
serido sibling set	GO:0045277	0.001740308117295	1	1	1	respiratory chain complex IV	CC	0.087268520967921	CC respiratory chain complex IV	group11141
serido sibling set	GO:0045935	0.001740308117295	1	1	1	positive regulation of nucleobase-containing compound metabolic process	BP	0.087268520967921	BP positive regulation of nucleobase-containing compound metabolic process	group11141
serido sibling set	GO:0045937	0.001740308117295	1	1	1	positive regulation of phosphate metabolic process	BP	0.087268520967921	BP positive regulation of phosphate metabolic process	group11141
serido sibling set	GO:0045981	0.001740308117295	1	1	1	positive regulation of nucleotide metabolic process	BP	0.087268520967921	BP positive regulation of nucleotide metabolic process	group11141
serido sibling set	GO:0046483	0.001740308117295	1	1	1	heterocycle metabolic process	BP	0.087268520967921	BP heterocycle metabolic process	group11141
serido sibling set	GO:0048518	0.001740308117295	1	1	1	positive regulation of biological process	BP	0.087268520967921	BP positive regulation of biological process	group11141
serido sibling set	GO:0048522	0.001740308117295	1	1	1	positive regulation of cellular process	BP	0.087268520967921	BP positive regulation of cellular process	group11141
serido sibling set	GO:0048732	0.001740308117295	1	1	1	gland development	BP	0.087268520967921	BP gland development	group11141
serido sibling set	GO:0050878	0.001740308117295	1	1	1	regulation of body fluid levels	BP	0.087268520967921	BP regulation of body fluid levels	group11141
serido sibling set	GO:0051173	0.001740308117295	1	1	1	positive regulation of nitrogen compound metabolic process	BP	0.087268520967921	BP positive regulation of nitrogen compound metabolic process	group11141
serido sibling set	GO:0051174	0.001740308117295	1	1	1	regulation of phosphorus metabolic process	BP	0.087268520967921	BP regulation of phosphorus metabolic process	group11141
serido sibling set	GO:0051193	0.001740308117295	1	1	1	NA	NA	0.087268520967921	none	group11141
serido sibling set	GO:0051194	0.001740308117295	1	1	1	NA	NA	0.087268520967921	none	group11141
serido sibling set	GO:0055086	0.001740308117295	1	1	1	nucleobase-containing small molecule metabolic process	BP	0.087268520967921	BP nucleobase-containing small molecule metabolic process	group11141
serido sibling set	GO:0062012	0.001740308117295	1	1	1	regulation of small molecule metabolic process	BP	0.087268520967921	BP regulation of small molecule metabolic process	group11141
serido sibling set	GO:0062013	0.001740308117295	1	1	1	positive regulation of small molecule metabolic process	BP	0.087268520967921	BP positive regulation of small molecule metabolic process	group11141
serido sibling set	GO:0070069	0.001740308117295	1	1	1	cytochrome complex	CC	0.087268520967921	CC cytochrome complex	group11141
serido sibling set	GO:0070469	0.001740308117295	1	1	1	respirasome	CC	0.087268520967921	CC respirasome	group11141
serido sibling set	GO:0071704	0.001740308117295	1	1	1	organic substance metabolic process	BP	0.087268520967921	BP organic substance metabolic process	group11141
serido sibling set	GO:0072521	0.001740308117295	1	1	1	purine-containing compound metabolic process	BP	0.087268520967921	BP purine-containing compound metabolic process	group11141
serido sibling set	GO:0098660	0.001740308117295	1	1	1	inorganic ion transmembrane transport	BP	0.087268520967921	BP inorganic ion transmembrane transport	group11141
serido sibling set	GO:0098796	0.001740308117295	1	1	1	membrane protein complex	CC	0.087268520967921	CC membrane protein complex	group11141
serido sibling set	GO:0098798	0.001740308117295	1	1	1	mitochondrial protein-containing complex	CC	0.087268520967921	CC mitochondrial protein-containing complex	group11141
serido sibling set	GO:0098800	0.001740308117295	1	1	1	inner mitochondrial membrane protein complex	CC	0.087268520967921	CC inner mitochondrial membrane protein complex	group11141
serido sibling set	GO:0098803	0.001740308117295	1	1	1	respiratory chain complex	CC	0.087268520967921	CC respiratory chain complex	group11141
serido sibling set	GO:1900371	0.001740308117295	1	1	1	regulation of purine nucleotide biosynthetic process	BP	0.087268520967921	BP regulation of purine nucleotide biosynthetic process	group11141
serido sibling set	GO:1900373	0.001740308117295	1	1	1	positive regulation of purine nucleotide biosynthetic process	BP	0.087268520967921	BP positive regulation of purine nucleotide biosynthetic process	group11141
serido sibling set	GO:1900542	0.001740308117295	1	1	1	regulation of purine nucleotide metabolic process	BP	0.087268520967921	BP regulation of purine nucleotide metabolic process	group11141
serido sibling set	GO:1900544	0.001740308117295	1	1	1	positive regulation of purine nucleotide metabolic process	BP	0.087268520967921	BP positive regulation of purine nucleotide metabolic process	group11141
serido sibling set	GO:1901135	0.001740308117295	1	1	1	carbohydrate derivative metabolic process	BP	0.087268520967921	BP carbohydrate derivative metabolic process	group11141
serido sibling set	GO:1901360	0.001740308117295	1	1	1	organic cyclic compound metabolic process	BP	0.087268520967921	BP organic cyclic compound metabolic process	group11141
serido sibling set	GO:1901564	0.001740308117295	1	1	1	organonitrogen compound metabolic process	BP	0.087268520967921	BP organonitrogen compound metabolic process	group11141
serido sibling set	GO:1903426	0.001740308117295	1	1	1	regulation of reactive oxygen species biosynthetic process	BP	0.087268520967921	BP regulation of reactive oxygen species biosynthetic process	group11141
serido sibling set	GO:1903428	0.001740308117295	1	1	1	positive regulation of reactive oxygen species biosynthetic process	BP	0.087268520967921	BP positive regulation of reactive oxygen species biosynthetic process	group11141
serido sibling set	GO:1903578	0.001740308117295	1	1	1	regulation of ATP metabolic process	BP	0.087268520967921	BP regulation of ATP metabolic process	group11141
serido sibling set	GO:1903580	0.001740308117295	1	1	1	positive regulation of ATP metabolic process	BP	0.087268520967921	BP positive regulation of ATP metabolic process	group11141
serido sibling set	GO:2001169	0.001740308117295	1	1	1	regulation of ATP biosynthetic process	BP	0.087268520967921	BP regulation of ATP biosynthetic process	group11141
serido sibling set	GO:2001171	0.001740308117295	1	1	1	positive regulation of ATP biosynthetic process	BP	0.087268520967921	BP positive regulation of ATP biosynthetic process	group11141
serido sibling set	GO:0007621	0.001959362679557	0.999999231396659	1	2	negative regulation of female receptivity	BP	0.087268520967921	BP negative regulation of female receptivity	group12810
serido sibling set	GO:0009605	0.002048296927057	1	1	1	response to external stimulus	BP	0.087268520967921	BP response to external stimulus	group12234
serido sibling set	GO:0009890	0.002048296927057	1	1	1	negative regulation of biosynthetic process	BP	0.087268520967921	BP negative regulation of biosynthetic process	group12234
serido sibling set	GO:0009892	0.002048296927057	1	1	1	negative regulation of metabolic process	BP	0.087268520967921	BP negative regulation of metabolic process	group12234
serido sibling set	GO:0010556	0.002048296927057	1	1	1	regulation of macromolecule biosynthetic process	BP	0.087268520967921	BP regulation of macromolecule biosynthetic process	group12234
serido sibling set	GO:0010558	0.002048296927057	1	1	1	negative regulation of macromolecule biosynthetic process	BP	0.087268520967921	BP negative regulation of macromolecule biosynthetic process	group12234
serido sibling set	GO:0010605	0.002048296927057	1	1	1	negative regulation of macromolecule metabolic process	BP	0.087268520967921	BP negative regulation of macromolecule metabolic process	group12234
serido sibling set	GO:0021700	0.002048296927057	1	1	1	developmental maturation	BP	0.087268520967921	BP developmental maturation	group12234
serido sibling set	GO:0031324	0.002048296927057	1	1	1	negative regulation of cellular metabolic process	BP	0.087268520967921	BP negative regulation of cellular metabolic process	group12234
serido sibling set	GO:0031327	0.002048296927057	1	1	1	negative regulation of cellular biosynthetic process	BP	0.087268520967921	BP negative regulation of cellular biosynthetic process	group12234
serido sibling set	GO:0032268	0.002048296927057	1	1	1	regulation of cellular protein metabolic process	BP	0.087268520967921	BP regulation of cellular protein metabolic process	group12234
serido sibling set	GO:0032269	0.002048296927057	1	1	1	negative regulation of cellular protein metabolic process	BP	0.087268520967921	BP negative regulation of cellular protein metabolic process	group12234
serido sibling set	GO:0033554	0.002048296927057	1	1	1	cellular response to stress	BP	0.087268520967921	BP cellular response to stress	group12234
serido sibling set	GO:0034248	0.002048296927057	1	1	1	regulation of cellular amide metabolic process	BP	0.087268520967921	BP regulation of cellular amide metabolic process	group12234
serido sibling set	GO:0034249	0.002048296927057	1	1	1	negative regulation of cellular amide metabolic process	BP	0.087268520967921	BP negative regulation of cellular amide metabolic process	group12234
serido sibling set	GO:0042551	0.002048296927057	1	1	1	neuron maturation	BP	0.087268520967921	BP neuron maturation	group12234
serido sibling set	GO:0048469	0.002048296927057	1	1	1	cell maturation	BP	0.087268520967921	BP cell maturation	group12234
serido sibling set	GO:0048519	0.002048296927057	1	1	1	negative regulation of biological process	BP	0.087268520967921	BP negative regulation of biological process	group12234
serido sibling set	GO:0048523	0.002048296927057	1	1	1	negative regulation of cellular process	BP	0.087268520967921	BP negative regulation of cellular process	group12234
serido sibling set	GO:0048869	0.002048296927057	1	1	1	cellular developmental process	BP	0.087268520967921	BP cellular developmental process	group12234
serido sibling set	GO:0051172	0.002048296927057	1	1	1	negative regulation of nitrogen compound metabolic process	BP	0.087268520967921	BP negative regulation of nitrogen compound metabolic process	group12234
serido sibling set	GO:0051246	0.002048296927057	1	1	1	regulation of protein metabolic process	BP	0.087268520967921	BP regulation of protein metabolic process	group12234
serido sibling set	GO:0051248	0.002048296927057	1	1	1	negative regulation of protein metabolic process	BP	0.087268520967921	BP negative regulation of protein metabolic process	group12234
serido sibling set	GO:0051716	0.002048296927057	1	1	1	cellular response to stimulus	BP	0.087268520967921	BP cellular response to stimulus	group12234
serido sibling set	GO:0060255	0.002048296927057	1	1	1	regulation of macromolecule metabolic process	BP	0.087268520967921	BP regulation of macromolecule metabolic process	group12234
serido sibling set	GO:0071695	0.002048296927057	1	1	1	anatomical structure maturation	BP	0.087268520967921	BP anatomical structure maturation	group12234
serido sibling set	GO:0097159	0.002048296927057	1	1	1	organic cyclic compound binding	MF	0.087268520967921	MF organic cyclic compound binding	group12234
serido sibling set	GO:1901363	0.002048296927057	1	1	1	heterocyclic compound binding	MF	0.087268520967921	MF heterocyclic compound binding	group12234
serido sibling set	GO:2000112	0.002048296927057	1	1	1	regulation of cellular macromolecule biosynthetic process	BP	0.087268520967921	BP regulation of cellular macromolecule biosynthetic process	group12234
serido sibling set	GO:2000113	0.002048296927057	1	1	1	negative regulation of cellular macromolecule biosynthetic process	BP	0.087268520967921	BP negative regulation of cellular macromolecule biosynthetic process	group12234
serido sibling set	GO:0032504	0.002073521691412	0.999970120403596	2	71	multicellular organism reproduction	BP	0.087851102943979	BP multicellular organism reproduction	group12234, group12810
serido sibling set	GO:0019233	0.002084262401741	0.999999130218851	1	2	sensory perception of pain	BP	0.087851102943979	BP sensory perception of pain	group13032
serido sibling set	GO:0023052	0.002128985051012	0.999999092467682	1	2	signaling	BP	0.088357735030683	BP signaling	group13045
serido sibling set	GO:0050795	0.002152461778928	0.999999072329171	1	2	regulation of behavior	BP	0.088357735030683	BP regulation of behavior	group13045
serido sibling set	GO:0015075	0.002152533343584	0.999999072267444	1	2	ion transmembrane transporter activity	MF	0.088357735030683	MF ion transmembrane transporter activity	group11141
serido sibling set	GO:0098662	0.002152533343584	0.999999072267444	1	2	inorganic cation transmembrane transport	BP	0.088357735030683	BP inorganic cation transmembrane transport	group11141
serido sibling set	GO:0007267	0.002164481251948	0.999999061933132	1	2	cell-cell signaling	BP	0.088357735030683	BP cell-cell signaling	group13045
serido sibling set	GO:0042773	0.002165450763362	0.999999061092041	1	2	ATP synthesis coupled electron transport	BP	0.088357735030683	BP ATP synthesis coupled electron transport	group11141
serido sibling set	GO:0198738	0.002174752676472	0.999999053003073	1	2	cell-cell signaling by wnt	BP	0.088357735030683	BP cell-cell signaling by wnt	group13045
serido sibling set	GO:0023061	0.002379965513735	0.999998865711003	1	2	signal release	BP	0.096199426560288	BP signal release	group13045
serido sibling set	GO:0031090	0.002444147671493	0.999998803661634	1	2	organelle membrane	CC	0.098289652789337	CC organelle membrane	group11141
serido sibling set	GO:0042330	0.002460420399523	0.999998787666702	1	2	taxis	BP	0.098441794868219	BP taxis	group12234
serido sibling set	GO:2000379	0.002495477048837	0.99999875284708	1	2	positive regulation of reactive oxygen species metabolic process	BP	0.099340152014816	BP positive regulation of reactive oxygen species metabolic process	group11141
serido sibling set	GO:0044237	0.002520539063846	0.999998727651867	1	2	cellular metabolic process	BP	0.099429458544484	BP cellular metabolic process	group11141
serido sibling set	GO:0009629	0.002522949975754	0.999998725214837	1	2	response to gravity	BP	0.099429458544484	BP response to gravity	group12234
serido sibling set	GO:0015672	0.002597188281958	0.999998199017816	1	3	NA	NA	0.101845960389999	none	group11141
serido sibling set	GO:0006807	0.002679182215948	0.999998083423845	1	3	nitrogen compound metabolic process	BP	0.104541159535171	BP nitrogen compound metabolic process	group11141
serido sibling set	GO:0010608	0.002886799610967	0.999997774625822	1	3	posttranscriptional regulation of gene expression	BP	0.111753685773338	BP posttranscriptional regulation of gene expression	group12234
serido sibling set	GO:0007154	0.002907699138557	0.999997742261934	1	3	cell communication	BP	0.111753685773338	BP cell communication	group13045
serido sibling set	GO:0048468	0.002912216898809	0.999997735235214	1	3	cell development	BP	0.111753685773338	BP cell development	group12234
serido sibling set	GO:0046008	0.002925412260033	0.999997714649135	1	3	regulation of female receptivity, post-mating	BP	0.111753685773338	BP regulation of female receptivity, post-mating	group12810
serido sibling set	GO:0008050	0.002934916639823	0.999997699763561	1	3	female courtship behavior	BP	0.111753685773338	BP female courtship behavior	group12234
serido sibling set	GO:0006091	0.003114843546881	0.999997085241725	1	4	generation of precursor metabolites and energy	BP	0.118034600175541	BP generation of precursor metabolites and energy	group11141
serido sibling set	GO:0009409	0.003163362468108	0.999997327412769	1	3	response to cold	BP	0.11929963145275	BP response to cold	group11141
serido sibling set	GO:0006753	0.003237555268872	0.999997899896346	1	2	nucleoside phosphate metabolic process	BP	0.120476306513289	BP nucleoside phosphate metabolic process	group11141
serido sibling set	GO:0019693	0.003237555268872	0.999997899896346	1	2	ribose phosphate metabolic process	BP	0.120476306513289	BP ribose phosphate metabolic process	group11141
serido sibling set	GO:0010940	0.00324604471738	0.999997185753282	1	3	positive regulation of necrotic cell death	BP	0.120476306513289	BP positive regulation of necrotic cell death	group11141
serido sibling set	GO:0032940	0.003255703284361	0.999996815433176	1	4	secretion by cell	BP	0.120476306513289	BP secretion by cell	group13045
serido sibling set	GO:0045434	0.003399683698507	0.999996527285345	1	4	negative regulation of female receptivity, post-mating	BP	0.125216387437539	BP negative regulation of female receptivity, post-mating	group12810
serido sibling set	GO:0010310	0.003418139788725	0.999997658828841	1	2	regulation of hydrogen peroxide metabolic process	BP	0.125310594487128	BP regulation of hydrogen peroxide metabolic process	group11141
serido sibling set	GO:0030534	0.003435651728468	0.999996453351321	1	4	adult behavior	BP	0.125369476499014	BP adult behavior	group12234
serido sibling set	GO:0006796	0.003689211654847	0.999996364005376	1	3	phosphate-containing compound metabolic process	BP	0.133635072784418	BP phosphate-containing compound metabolic process	group11141
serido sibling set	GO:0042775	0.003696072807283	0.999996350455048	1	3	mitochondrial ATP synthesis coupled electron transport	BP	0.133635072784418	BP mitochondrial ATP synthesis coupled electron transport	group11141
