subgenus Drosophila	category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	over_represented_FDR	go_term	gene_ids
subgenus Drosophila	GO:1903321	0.002817202315574	1	1	1	negative regulation of protein modification by small protein conjugation or removal	BP	0.064020965151938	BP negative regulation of protein modification by small protein conjugation or removal	group8496
subgenus Drosophila	GO:0010827	0.002834199105741	1	1	1	regulation of glucose transmembrane transport	BP	0.064020965151938	BP regulation of glucose transmembrane transport	group8518
subgenus Drosophila	GO:0014802	0.002834199105741	1	1	1	terminal cisterna	CC	0.064020965151938	CC terminal cisterna	group8518
subgenus Drosophila	GO:0034762	0.002834199105741	1	1	1	regulation of transmembrane transport	BP	0.064020965151938	BP regulation of transmembrane transport	group8518
subgenus Drosophila	GO:0042175	0.002834199105741	1	1	1	nuclear outer membrane-endoplasmic reticulum membrane network	CC	0.064020965151938	CC nuclear outer membrane-endoplasmic reticulum membrane network	group8518
subgenus Drosophila	GO:0044425	0.002834199105741	1	1	1	NA	NA	0.064020965151938	none	group8518
subgenus Drosophila	GO:0044432	0.002834199105741	1	1	1	NA	NA	0.064020965151938	none	group8518
subgenus Drosophila	GO:0044459	0.002834199105741	1	1	1	NA	NA	0.064020965151938	none	group8518
subgenus Drosophila	GO:0046324	0.002834199105741	1	1	1	regulation of glucose import	BP	0.064020965151938	BP regulation of glucose import	group8518
subgenus Drosophila	GO:0071806	0.002834199105741	1	1	1	protein transmembrane transport	BP	0.064020965151938	BP protein transmembrane transport	group8518
subgenus Drosophila	GO:0098827	0.002834199105741	1	1	1	endoplasmic reticulum subcompartment	CC	0.064020965151938	CC endoplasmic reticulum subcompartment	group8518
subgenus Drosophila	GO:0030289	0.002879737206537	0.99999808358532	1	2	protein phosphatase 4 complex	CC	0.064866889492187	CC protein phosphatase 4 complex	group9097
subgenus Drosophila	GO:0045596	0.003221627022401	0.999997601087355	1	2	negative regulation of cell differentiation	BP	0.072364781772077	BP negative regulation of cell differentiation	group1728
subgenus Drosophila	GO:0006259	0.003281765846737	0.999997510608537	1	2	DNA metabolic process	BP	0.073509721578178	BP DNA metabolic process	group2599
subgenus Drosophila	GO:0015923	0.003307636455237	0.999997471170094	1	2	mannosidase activity	MF	0.073882832129655	MF mannosidase activity	group1728
subgenus Drosophila	GO:0035304	0.00341258910025	0.9999973079899	1	2	regulation of protein dephosphorylation	BP	0.076015422208077	BP regulation of protein dephosphorylation	group9097
subgenus Drosophila	GO:0051236	0.003476788216824	0.999997205653784	1	2	establishment of RNA localization	BP	0.077230927176479	BP establishment of RNA localization	group9250
subgenus Drosophila	GO:0065002	0.003496711095987	0.999997173506999	1	2	intracellular protein transmembrane transport	BP	0.077355712551148	BP intracellular protein transmembrane transport	group8518
subgenus Drosophila	GO:0016528	0.003501698922068	0.999997165430005	1	2	sarcoplasm	CC	0.077355712551148	CC sarcoplasm	group8518
subgenus Drosophila	GO:0016462	0.003524422302688	0.999997128486975	1	2	pyrophosphatase activity	MF	0.077643797926517	MF pyrophosphatase activity	group2599
subgenus Drosophila	GO:0030315	0.003632883226842	0.999996948852383	1	2	T-tubule	CC	0.079813946838491	CC T-tubule	group8518
subgenus Drosophila	GO:2000779	0.0036625479195	0.999996898770327	1	2	regulation of double-strand break repair	BP	0.080245824498546	BP regulation of double-strand break repair	group9097
subgenus Drosophila	GO:0042157	0.003735345628909	0.999996774136712	1	2	lipoprotein metabolic process	BP	0.081617810894334	BP lipoprotein metabolic process	group7772
subgenus Drosophila	GO:0023052	0.003839629327924	0.999996591310593	1	2	signaling	BP	0.083668444512571	BP signaling	group7814
subgenus Drosophila	GO:0008135	0.003868563928509	0.999996539688684	1	2	translation factor activity, RNA binding	MF	0.084070499031736	MF translation factor activity, RNA binding	group8591
subgenus Drosophila	GO:0050801	0.003990511399527	0.999995091642584	1	3	ion homeostasis	BP	0.086486245710293	BP ion homeostasis	group8809
subgenus Drosophila	GO:0016798	0.004123272378322	0.999996068489734	1	2	hydrolase activity, acting on glycosyl bonds	MF	0.089122698657053	MF hydrolase activity, acting on glycosyl bonds	group1728
subgenus Drosophila	GO:0044257	0.004214724216106	0.999995891955452	1	2	cellular protein catabolic process	BP	0.09085449862622	BP cellular protein catabolic process	group8496
subgenus Drosophila	GO:0016818	0.00426274020755	0.999995797711976	1	2	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	MF	0.091216904554743	MF hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	group2599
subgenus Drosophila	GO:0009100	0.004263134620634	0.999994397343369	1	3	glycoprotein metabolic process	BP	0.091216904554743	BP glycoprotein metabolic process	group1728
subgenus Drosophila	GO:1902410	0.004265661455048	0.999995791943722	1	2	mitotic cytokinetic process	BP	0.091216904554743	BP mitotic cytokinetic process	group8809
subgenus Drosophila	GO:1903706	0.004283652668069	0.999995756331114	1	2	regulation of hemopoiesis	BP	0.091358007301182	BP regulation of hemopoiesis	group8809
subgenus Drosophila	GO:0008287	0.004301384396411	0.999995721084972	1	2	protein serine/threonine phosphatase complex	CC	0.091492842108272	CC protein serine/threonine phosphatase complex	group9097
subgenus Drosophila	GO:0019903	0.00436607885231	0.999994123205149	1	3	protein phosphatase binding	MF	0.092410723608872	MF protein phosphatase binding	group8809
subgenus Drosophila	GO:0009725	0.004370496457801	0.99999411129434	1	3	response to hormone	BP	0.092410723608872	BP response to hormone	group7814
subgenus Drosophila	GO:0051900	0.004379108987576	0.999995564864461	1	2	regulation of mitochondrial depolarization	BP	0.092410723608872	BP regulation of mitochondrial depolarization	group8809
subgenus Drosophila	GO:0002244	0.004398730769257	0.999995524982327	1	2	hematopoietic progenitor cell differentiation	BP	0.092581160206483	BP hematopoietic progenitor cell differentiation	group9097
subgenus Drosophila	GO:0033993	0.004505856238534	0.999995304089703	1	2	response to lipid	BP	0.094587594703685	BP response to lipid	group7814
subgenus Drosophila	GO:0035303	0.004604224615495	0.999995096556012	1	2	regulation of dephosphorylation	BP	0.09640020154479	BP regulation of dephosphorylation	group9097
subgenus Drosophila	GO:0009826	0.004628510694177	0.999995044625787	1	2	unidimensional cell growth	BP	0.096601329386096	BP unidimensional cell growth	group8809
subgenus Drosophila	GO:0050658	0.004637923907426	0.999993367743457	1	3	RNA transport	BP	0.096601329386096	BP RNA transport	group9250
subgenus Drosophila	GO:0050776	0.004688762638574	0.999994914606664	1	2	regulation of immune response	BP	0.097407221758359	BP regulation of immune response	group8809
subgenus Drosophila	GO:0019827	0.004820818651754	0.99999283371922	1	3	stem cell population maintenance	BP	0.099649378905559	BP stem cell population maintenance	group7814
subgenus Drosophila	GO:0009314	0.004821543710607	0.999991936671802	1	4	response to radiation	BP	0.099649378905559	BP response to radiation	group2599
subgenus Drosophila	GO:0016830	0.004864338137166	0.99999452610104	1	2	carbon-carbon lyase activity	MF	0.100275392087244	MF carbon-carbon lyase activity	group8369
subgenus Drosophila	GO:0002920	0.00489216946172	0.999994463200706	1	2	regulation of humoral immune response	BP	0.100590530547513	BP regulation of humoral immune response	group8809
subgenus Drosophila	GO:0031090	0.005052378006321	0.999994094113774	1	2	organelle membrane	CC	0.10348886880093	CC organelle membrane	group1728
subgenus Drosophila	GO:0005049	0.00505893958972	0.999991122155412	1	4	nuclear export signal receptor activity	MF	0.10348886880093	MF nuclear export signal receptor activity	group9250
subgenus Drosophila	GO:0016817	0.005215254866248	0.999991611475019	1	3	hydrolase activity, acting on acid anhydrides	MF	0.106415085934963	MF hydrolase activity, acting on acid anhydrides	group2599
subgenus Drosophila	GO:0071426	0.005410571029085	0.999993225711155	1	2	ribonucleoprotein complex export from nucleus	BP	0.110052666727016	BP ribonucleoprotein complex export from nucleus	group9250
subgenus Drosophila	GO:0043401	0.005432830522963	0.999993169774427	1	2	steroid hormone mediated signaling pathway	BP	0.110052666727016	BP steroid hormone mediated signaling pathway	group7814
subgenus Drosophila	GO:0045859	0.005434699591458	0.999993165067076	1	2	regulation of protein kinase activity	BP	0.110052666727016	BP regulation of protein kinase activity	group8809
subgenus Drosophila	GO:0033365	0.005504253485677	0.999990654733435	1	3	protein localization to organelle	BP	0.111180374563325	BP protein localization to organelle	group8809
subgenus Drosophila	GO:0016529	0.005518599987598	0.999989433374687	1	4	sarcoplasmic reticulum	CC	0.111190083669723	CC sarcoplasmic reticulum	group8518
subgenus Drosophila	GO:0033768	0.005592470022633	0.999992761850459	1	2	SUMO-targeted ubiquitin ligase complex	CC	0.112396032860878	CC SUMO-targeted ubiquitin ligase complex	group8496
subgenus Drosophila	GO:0005783	0.005608985822286	0.999594453796669	3	176	endoplasmic reticulum	CC	0.112446143272284	CC endoplasmic reticulum	group8518, group7772, group1728
subgenus Drosophila	GO:0010033	0.005639339100161	0.999992639833323	1	2	response to organic substance	BP	0.112755509157933	BP response to organic substance	group7814
subgenus Drosophila	GO:0051427	0.005652539553746	0.99999260528314	1	2	hormone receptor binding	MF	0.112755509157933	MF hormone receptor binding	group7814
subgenus Drosophila	GO:0019902	0.005679632561619	0.999990048880776	1	3	phosphatase binding	MF	0.112806207732173	MF phosphatase binding	group8809
subgenus Drosophila	GO:1901565	0.005683215852824	0.999992524679165	1	2	organonitrogen compound catabolic process	BP	0.112806207732173	BP organonitrogen compound catabolic process	group8496
subgenus Drosophila	GO:0006282	0.00591093755988	0.999989220652314	1	3	regulation of DNA repair	BP	0.117036563685617	BP regulation of DNA repair	group9097
subgenus Drosophila	GO:0006403	0.005957585724261	0.999987682998775	1	4	RNA localization	BP	0.117669654982391	BP RNA localization	group9250
subgenus Drosophila	GO:0019208	0.006017448700042	0.999988828106982	1	3	phosphatase regulator activity	MF	0.118560002765696	MF phosphatase regulator activity	group9097
subgenus Drosophila	GO:1902850	0.006210270708909	0.999988099552243	1	3	microtubule cytoskeleton organization involved in mitosis	BP	0.122059217683195	BP microtubule cytoskeleton organization involved in mitosis	group8809
subgenus Drosophila	GO:0048285	0.006266638227432	0.999986370054227	1	4	organelle fission	BP	0.122865946077694	BP organelle fission	group8809
subgenus Drosophila	GO:0035861	0.006485353415367	0.999985400600351	1	4	site of double-strand break	CC	0.126844022043486	CC site of double-strand break	group2599
subgenus Drosophila	GO:0010569	0.006562656117756	0.999985049967596	1	4	regulation of double-strand break repair via homologous recombination	BP	0.128043648195339	BP regulation of double-strand break repair via homologous recombination	group9097
subgenus Drosophila	GO:0004559	0.006655116884978	0.999984625099332	1	4	alpha-mannosidase activity	MF	0.12953248131223	MF alpha-mannosidase activity	group1728
subgenus Drosophila	GO:0051721	0.006821088899594	0.999983847458465	1	4	protein phosphatase 2A binding	MF	0.132441433137639	MF protein phosphatase 2A binding	group8809
subgenus Drosophila	GO:0016567	0.006958647978897	0.999755688826296	2	73	protein ubiquitination	BP	0.134785985852115	BP protein ubiquitination	group7814, group8496
subgenus Drosophila	GO:0006082	0.007069599923356	0.999984571936417	1	3	organic acid metabolic process	BP	0.136605112735886	BP organic acid metabolic process	group8369
subgenus Drosophila	GO:0007568	0.007140754550745	0.999982295475366	1	4	aging	BP	0.137648343130829	BP aging	group2599
subgenus Drosophila	GO:0043138	0.00737317576524	0.999977983241433	1	8	3'-5' DNA helicase activity	MF	0.141787761298469	MF 3'-5' DNA helicase activity	group2599
subgenus Drosophila	GO:0005813	0.007429501854489	0.999729609410685	2	81	centrosome	CC	0.14252912768218	CC centrosome	group8809, group9097
subgenus Drosophila	GO:0007154	0.007481971240462	0.99998271616963	1	3	cell communication	BP	0.142971105011798	BP cell communication	group7814
subgenus Drosophila	GO:2001020	0.007491207677045	0.999980511949622	1	4	regulation of response to DNA damage stimulus	BP	0.142971105011798	BP regulation of response to DNA damage stimulus	group9097
subgenus Drosophila	GO:0051168	0.00750602758573	0.999980434635837	1	4	nuclear export	BP	0.142971105011798	BP nuclear export	group9250
subgenus Drosophila	GO:0042325	0.007878528697913	0.99997700687738	1	5	regulation of phosphorylation	BP	0.149710714759639	BP regulation of phosphorylation	group8809
subgenus Drosophila	GO:0050684	0.007931315570482	0.999975728562105	1	6	regulation of mRNA processing	BP	0.15035749304893	BP regulation of mRNA processing	group8525
subgenus Drosophila	GO:0000280	0.008105762712041	0.999977176989249	1	4	nuclear division	BP	0.153302149027969	BP nuclear division	group8809
subgenus Drosophila	GO:0031224	0.008151105108493	0.999976920465877	1	4	intrinsic component of membrane	CC	0.15339193649545	CC intrinsic component of membrane	group8518
subgenus Drosophila	GO:0051049	0.008176046109714	0.999979353820326	1	3	regulation of transport	BP	0.15339193649545	BP regulation of transport	group8518
subgenus Drosophila	GO:0010498	0.008185025475253	0.999979308356507	1	3	proteasomal protein catabolic process	BP	0.15339193649545	BP proteasomal protein catabolic process	group8496
subgenus Drosophila	GO:0009968	0.00818702441951	0.99997671623195	1	4	negative regulation of signal transduction	BP	0.15339193649545	BP negative regulation of signal transduction	group9097
subgenus Drosophila	GO:0006796	0.008238912186435	0.999979034465755	1	3	phosphate-containing compound metabolic process	BP	0.154004281638754	BP phosphate-containing compound metabolic process	group2649
subgenus Drosophila	GO:0051881	0.008310144754094	0.999978669636288	1	3	regulation of mitochondrial membrane potential	BP	0.154974536704842	BP regulation of mitochondrial membrane potential	group8809
subgenus Drosophila	GO:0043666	0.008455998666786	0.999975158166927	1	4	regulation of phosphoprotein phosphatase activity	BP	0.157328661969736	BP regulation of phosphoprotein phosphatase activity	group9097
subgenus Drosophila	GO:0016070	0.008495447734759	0.999977705774685	1	3	RNA metabolic process	BP	0.157696748576465	BP RNA metabolic process	group7814
subgenus Drosophila	GO:0042327	0.008533513310925	0.99997469975264	1	4	positive regulation of phosphorylation	BP	0.158037513257057	BP positive regulation of phosphorylation	group8809
subgenus Drosophila	GO:0004571	0.009025735011799	0.999968553633336	1	6	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	MF	0.166768131473774	MF mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	group1728
subgenus Drosophila	GO:0035257	0.009070765863731	0.999968238465683	1	6	NA	NA	0.167214876922434	none	group7814
subgenus Drosophila	GO:0030374	0.00950522553656	0.999966508176061	1	5	nuclear receptor coactivator activity	MF	0.174822026554303	MF nuclear receptor coactivator activity	group7814
subgenus Drosophila	GO:0048589	0.009619425582622	0.999964271704292	1	6	developmental growth	BP	0.176517560061891	BP developmental growth	group8809
subgenus Drosophila	GO:0030865	0.009665804027698	0.99996752365723	1	4	cortical cytoskeleton organization	BP	0.176963658671479	BP cortical cytoskeleton organization	group8809
subgenus Drosophila	GO:0031227	0.009826085681894	0.99996643522847	1	4	intrinsic component of endoplasmic reticulum membrane	CC	0.179488339597048	CC intrinsic component of endoplasmic reticulum membrane	group8518
subgenus Drosophila	GO:0019752	0.009911684951197	0.999965846565648	1	4	carboxylic acid metabolic process	BP	0.180640458235558	BP carboxylic acid metabolic process	group8369
subgenus Drosophila	GO:0010259	0.010335091305419	0.999960390537798	1	5	multicellular organism aging	BP	0.187929925574053	BP multicellular organism aging	group2599
subgenus Drosophila	GO:0000278	0.010942443206758	0.999511848416427	2	91	mitotic cell cycle	BP	0.198523647228493	BP mitotic cell cycle	group8809, group9097
subgenus Drosophila	GO:0042383	0.011161334717576	0.999950498125385	1	7	sarcolemma	CC	0.20203779480867	CC sarcolemma	group8518
subgenus Drosophila	GO:0031370	0.011310694449685	0.999955496652318	1	4	eukaryotic initiation factor 4G binding	MF	0.204280312594642	MF eukaryotic initiation factor 4G binding	group8591
subgenus Drosophila	GO:0032879	0.011410939650507	0.999954702247534	1	4	regulation of localization	BP	0.20562769675823	BP regulation of localization	group8518
subgenus Drosophila	GO:0001932	0.011506271381459	0.999947383668827	1	7	regulation of protein phosphorylation	BP	0.206880695533455	BP regulation of protein phosphorylation	group8809
subgenus Drosophila	GO:0032508	0.011753723448796	0.999941775584542	1	11	DNA duplex unwinding	BP	0.210694046981514	BP DNA duplex unwinding	group2599
subgenus Drosophila	GO:0007017	0.01177091071801	0.99994858839101	1	5	microtubule-based process	BP	0.210694046981514	BP microtubule-based process	group8809
subgenus Drosophila	GO:0045860	0.012120356566198	0.999943218973597	1	6	positive regulation of protein kinase activity	BP	0.216465789096524	BP positive regulation of protein kinase activity	group8809
subgenus Drosophila	GO:0006518	0.012172283113906	0.999942730147742	1	6	peptide metabolic process	BP	0.216710154557019	BP peptide metabolic process	group8591
subgenus Drosophila	GO:0030097	0.01218808825355	0.999938767971952	1	9	hemopoiesis	BP	0.216710154557019	BP hemopoiesis	group9097
subgenus Drosophila	GO:0016409	0.012492987924161	0.999939664424508	1	6	palmitoyltransferase activity	MF	0.221639978238606	MF palmitoyltransferase activity	group7772
subgenus Drosophila	GO:0061640	0.012543921552354	0.999941594518919	1	5	cytoskeleton-dependent cytokinesis	BP	0.222052333175118	BP cytoskeleton-dependent cytokinesis	group8809
subgenus Drosophila	GO:0006497	0.013295428826616	0.999931641453884	1	6	protein lipidation	BP	0.234837100794344	BP protein lipidation	group7772
subgenus Drosophila	GO:0006611	0.013405053218723	0.999927046347152	1	8	protein export from nucleus	BP	0.236253014859216	BP protein export from nucleus	group9250
subgenus Drosophila	GO:0004553	0.013435884579978	0.999926709455968	1	8	hydrolase activity, hydrolyzing O-glycosyl compounds	MF	0.236277101857119	MF hydrolase activity, hydrolyzing O-glycosyl compounds	group1728
subgenus Drosophila	GO:0048024	0.013528295543455	0.999925695016054	1	8	regulation of mRNA splicing, via spliceosome	BP	0.237381623551353	BP regulation of mRNA splicing, via spliceosome	group8525
subgenus Drosophila	GO:0032147	0.013893250629572	0.999920381624721	1	9	activation of protein kinase activity	BP	0.243253224450959	BP activation of protein kinase activity	group8809
subgenus Drosophila	GO:0019888	0.014052454930853	0.999919808374845	1	8	protein phosphatase regulator activity	MF	0.245504653791958	MF protein phosphatase regulator activity	group9097
subgenus Drosophila	GO:0016773	0.014441982246326	0.999917008645334	1	7	phosphotransferase activity, alcohol group as acceptor	MF	0.251761425289748	MF phosphotransferase activity, alcohol group as acceptor	group2649
subgenus Drosophila	GO:0006351	0.014776159989402	0.999909908620812	1	9	transcription, DNA-templated	BP	0.257028258036907	BP transcription, DNA-templated	group7814
subgenus Drosophila	GO:0000340	0.015293620447398	0.999906899245029	1	7	RNA 7-methylguanosine cap binding	MF	0.265453554908406	MF RNA 7-methylguanosine cap binding	group8591
subgenus Drosophila	GO:0051301	0.015407175372904	0.99990354810704	1	8	cell division	BP	0.266846953164833	BP cell division	group8809
subgenus Drosophila	GO:0009966	0.015772780752624	0.999898901183811	1	8	regulation of signal transduction	BP	0.272590363912259	BP regulation of signal transduction	group9097
subgenus Drosophila	GO:0097730	0.015823449956834	0.999894304752377	1	11	non-motile cilium	CC	0.272877946674954	CC non-motile cilium	group9250
subgenus Drosophila	GO:0016281	0.015898545261866	0.999897277254483	1	8	eukaryotic translation initiation factor 4F complex	CC	0.273584623293782	CC eukaryotic translation initiation factor 4F complex	group8591
subgenus Drosophila	GO:0042995	0.015970547482075	0.999898446674342	1	7	cell projection	CC	0.274235161153659	CC cell projection	group9250
subgenus Drosophila	GO:0033674	0.016194841255805	0.999886332009361	1	15	positive regulation of kinase activity	BP	0.277492376133118	BP positive regulation of kinase activity	group8809
subgenus Drosophila	GO:0007051	0.016277435203787	0.999888132703559	1	11	spindle organization	BP	0.278312905968376	BP spindle organization	group8809
subgenus Drosophila	GO:0008094	0.016879325706216	0.999877837350215	1	13	ATP-dependent activity, acting on DNA	MF	0.287891820056246	MF ATP-dependent activity, acting on DNA	group2599
subgenus Drosophila	GO:0006886	0.016909470912395	0.999050229704769	2	101	intracellular protein transport	BP	0.287891820056246	BP intracellular protein transport	group8518, group9250
subgenus Drosophila	GO:0071944	0.01715611781301	0.999878433184749	1	9	cell periphery	CC	0.291472264285022	CC cell periphery	group8518
subgenus Drosophila	GO:0006405	0.017478125376123	0.999869889945503	1	12	RNA export from nucleus	BP	0.296315195330081	BP RNA export from nucleus	group9250
subgenus Drosophila	GO:0001934	0.017599929490518	0.999869147910007	1	11	positive regulation of protein phosphorylation	BP	0.2977507058744	BP positive regulation of protein phosphorylation	group8809
subgenus Drosophila	GO:0090307	0.017951933396902	0.999866850657313	1	9	mitotic spindle assembly	BP	0.303066429283704	BP mitotic spindle assembly	group8809
subgenus Drosophila	GO:0003678	0.018101796906096	0.999859434283362	1	13	DNA helicase activity	MF	0.304954431491567	MF DNA helicase activity	group2599
subgenus Drosophila	GO:0000339	0.018291094471771	0.999866662460576	1	7	RNA cap binding	MF	0.307497456119775	MF RNA cap binding	group8591
subgenus Drosophila	GO:0051028	0.01850114928226	0.999855352326428	1	11	mRNA transport	BP	0.310378067143187	BP mRNA transport	group9250
subgenus Drosophila	GO:0031369	0.018734594247467	0.999854941730157	1	9	translation initiation factor binding	MF	0.313220757986396	MF translation initiation factor binding	group8591
subgenus Drosophila	GO:0019899	0.01875492515454	0.999852819447096	1	10	enzyme binding	MF	0.313220757986396	MF enzyme binding	group8809
subgenus Drosophila	GO:0043484	0.018812990604188	0.999849177833829	1	12	regulation of RNA splicing	BP	0.313220757986396	BP regulation of RNA splicing	group8525
subgenus Drosophila	GO:0009755	0.018826836930969	0.999850195492062	1	11	hormone-mediated signaling pathway	BP	0.313220757986396	BP hormone-mediated signaling pathway	group7814
subgenus Drosophila	GO:0030163	0.019580612388152	0.999839521882619	1	10	protein catabolic process	BP	0.325086813127519	BP protein catabolic process	group8496
subgenus Drosophila	GO:0006913	0.020050196889537	0.99983634601401	1	8	nucleocytoplasmic transport	BP	0.3321953075562	BP nucleocytoplasmic transport	group9250
subgenus Drosophila	GO:0010212	0.020247572950714	0.999826635139163	1	11	response to ionizing radiation	BP	0.334773788642839	BP response to ionizing radiation	group2599
subgenus Drosophila	GO:0030674	0.021005284273997	0.999811816259798	1	12	protein-macromolecule adaptor activity	MF	0.346587190520957	MF protein-macromolecule adaptor activity	group9097
subgenus Drosophila	GO:0006352	0.021183910043804	0.999814349361252	1	9	DNA-templated transcription, initiation	BP	0.348816785711016	BP DNA-templated transcription, initiation	group7814
subgenus Drosophila	GO:0003676	0.021782133187878	0.99859679280765	2	124	nucleic acid binding	MF	0.35793222547867	MF nucleic acid binding	group8525, group8591
subgenus Drosophila	GO:0051603	0.022774485294468	0.999780442347654	1	11	proteolysis involved in cellular protein catabolic process	BP	0.373473614675536	BP proteolysis involved in cellular protein catabolic process	group8496
subgenus Drosophila	GO:0016746	0.023184741585987	0.999774682332851	1	10	acyltransferase activity	MF	0.379425393424553	MF acyltransferase activity	group7772
subgenus Drosophila	GO:0019706	0.023854916244986	0.999761403886012	1	10	protein-cysteine S-palmitoyltransferase activity	MF	0.389597909100905	MF protein-cysteine S-palmitoyltransferase activity	group7772
subgenus Drosophila	GO:0006406	0.024271624818254	0.999745175297276	1	14	mRNA export from nucleus	BP	0.395597884995085	BP mRNA export from nucleus	group9250
subgenus Drosophila	GO:0004386	0.024605654364972	0.999731420114782	1	21	helicase activity	MF	0.400228686313821	MF helicase activity	group2599
subgenus Drosophila	GO:0009792	0.025592964768599	0.999720131662499	1	12	embryo development ending in birth or egg hatching	BP	0.415445312711333	BP embryo development ending in birth or egg hatching	group8809
subgenus Drosophila	GO:0007010	0.025949323355586	0.99970461714021	1	17	cytoskeleton organization	BP	0.420379038360497	BP cytoskeleton organization	group8809
subgenus Drosophila	GO:0016310	0.026015284267546	0.999710770656055	1	12	phosphorylation	BP	0.420597912381963	BP phosphorylation	group2649
subgenus Drosophila	GO:0018345	0.026426820429467	0.99970149897607	1	12	protein palmitoylation	BP	0.426391696225142	BP protein palmitoylation	group7772
subgenus Drosophila	GO:0042802	0.028429994422413	0.99964647443493	1	16	identical protein binding	MF	0.457791416211509	MF identical protein binding	group8369
subgenus Drosophila	GO:0006491	0.029419153905098	0.999622966721046	1	15	N-glycan processing	BP	0.472769930190336	BP N-glycan processing	group1728
subgenus Drosophila	GO:0006909	0.031243529069464	0.999569439494247	1	18	phagocytosis	BP	0.501083719216066	BP phagocytosis	group2649
subgenus Drosophila	GO:0016301	0.031439899791483	0.999569051953082	1	15	kinase activity	MF	0.503226659536735	MF kinase activity	group2649
subgenus Drosophila	GO:0051276	0.032114787570381	0.999542290728132	1	20	chromosome organization	BP	0.513004943280653	BP chromosome organization	group2599
subgenus Drosophila	GO:0016747	0.032282054638526	0.999543499353208	1	16	acyltransferase activity, transferring groups other than amino-acyl groups	MF	0.514651682199476	MF acyltransferase activity, transferring groups other than amino-acyl groups	group7772
subgenus Drosophila	GO:0060090	0.033700623103307	0.999494413455614	1	21	molecular adaptor activity	MF	0.536200985447258	MF molecular adaptor activity	group9097
subgenus Drosophila	GO:0009653	0.033767843660351	0.999500221472376	1	16	anatomical structure morphogenesis	BP	0.536206610519514	BP anatomical structure morphogenesis	group8809
subgenus Drosophila	GO:0000775	0.034061946496964	0.999486128879903	1	19	chromosome, centromeric region	CC	0.539807804267097	CC chromosome, centromeric region	group9097
subgenus Drosophila	GO:0006355	0.038052042600686	0.996677371329826	2	180	regulation of transcription, DNA-templated	BP	0.601125965105204	BP regulation of transcription, DNA-templated	group7814, group1728
subgenus Drosophila	GO:0051225	0.038081056275526	0.999350572905316	1	23	spindle assembly	BP	0.601125965105204	BP spindle assembly	group8809
subgenus Drosophila	GO:0038023	0.038887318055554	0.999317148640069	1	28	signaling receptor activity	MF	0.612647158128656	MF signaling receptor activity	group7814
subgenus Drosophila	GO:0008360	0.040947567890885	0.999241326703825	1	29	regulation of cell shape	BP	0.643840288072562	BP regulation of cell shape	group2649
subgenus Drosophila	GO:0006366	0.045586713822035	0.999066646119596	1	23	transcription by RNA polymerase II	BP	0.715381327081997	BP transcription by RNA polymerase II	group7814
subgenus Drosophila	GO:0042391	0.046307022104851	0.999031678957875	1	26	regulation of membrane potential	BP	0.725265645036714	BP regulation of membrane potential	group8809
subgenus Drosophila	GO:0005794	0.046878544420167	0.995411990400076	2	174	Golgi apparatus	CC	0.732785668041564	CC Golgi apparatus	group8809, group1728
subgenus Drosophila	GO:0005929	0.047591249699928	0.998975228850081	1	27	cilium	CC	0.742479049306854	CC cilium	group9250
subgenus Drosophila	GO:0005102	0.048916469787808	0.998912716404568	1	30	signaling receptor binding	MF	0.761672177142585	MF signaling receptor binding	group7814
mulleri subgroup	GO:0032501	0.000157405949945	1	1	1	multicellular organismal process	BP	0.607350857862427	BP multicellular organismal process	group10822
mulleri subgroup	GO:0044421	0.000157405949945	1	1	1	NA	NA	0.607350857862427	none	group10822
mulleri subgroup	GO:0032502	0.001574059499449	1	1	10	developmental process	BP	0.9999999999	BP developmental process	group10822
mulleri subgroup	GO:0042335	0.001731465449394	1	1	11	cuticle development	BP	0.9999999999	BP cuticle development	group10822
mulleri subgroup	GO:0005214	0.002833307099008	1	1	18	structural constituent of chitin-based cuticle	MF	0.9999999999	MF structural constituent of chitin-based cuticle	group10822
mulleri subgroup	GO:0005198	0.003148118998898	1	1	20	structural molecule activity	MF	0.9999999999	MF structural molecule activity	group10822
mulleri subgroup	GO:0048856	0.003462930898788	1	1	22	anatomical structure development	BP	0.9999999999	BP anatomical structure development	group10822
mulleri subgroup	GO:0007275	0.004879584448292	1	1	31	multicellular organism development	BP	0.9999999999	BP multicellular organism development	group10822
mulleri subgroup	GO:0008010	0.007240673697466	1	1	46	structural constituent of chitin-based larval cuticle	MF	0.9999999999	MF structural constituent of chitin-based larval cuticle	group10822
mulleri subgroup	GO:0042302	0.007398079647411	1	1	47	structural constituent of cuticle	MF	0.9999999999	MF structural constituent of cuticle	group10822
mulleri subgroup	GO:0031012	0.011490634345978	1	1	73	extracellular matrix	CC	0.9999999999	CC extracellular matrix	group10822
mulleri subgroup	GO:0040003	0.013222099795372	1	1	84	chitin-based cuticle development	BP	0.9999999999	BP chitin-based cuticle development	group10822
mulleri subgroup	GO:0005576	0.032110813788761	1	1	204	extracellular region	CC	0.9999999999	CC extracellular region	group10822
